spectra,ciii_fwhm_br,ciii_fwhm_br_err,ciii_sigma_br,ciii_sigma_br_err,ciii_skew_br,ciii_skew_br_err,ciii_ew_br,ciii_ew_br_err,ciii_peak_br,ciii_peak_br_err,civ_fwhm_br,civ_fwhm_br_err,civ_sigma_br,civ_sigma_br_err,civ_skew_br,civ_skew_br_err,civ_ew_br,civ_ew_br_err,civ_peak_br,civ_peak_br_err,mgii_fwhm_br,mgii_fwhm_br_err,mgii_sigma_br,mgii_sigma_br_err,mgii_skew_br,mgii_skew_br_err,mgii_ew_br,mgii_ew_br_err,mgii_peak_br,mgii_peak_br_err
spec-0272-51941-0463,4609.284859531978,133.02699820878027,2035.8635020483903,44.53871146688972,1.975913043459535,0.33950951812728053,35.28323520305494,1.0521160880196316,1906.5951765983752,0.38724899930656626,3197.3680303463625,77.5860029424016,1373.6902211525155,43.27013065222756,1.1945593813776758,0.6479034500532942,36.392343293972715,1.90905418188616,1546.6704511629289,0.2774969571799098,3813.8767007962206,75.91361913928802,1675.9908809595672,40.62929551148719,1.8828450926438378,0.1972541382699498,47.63468078204736,1.3387321413578135,2799.055883317103,0.4193486863630711
spec-0285-51930-0378,5542.422354769586,340.95047519791507,2365.706907220816,136.58071033461573,1.046353409528424,0.5920423455989837,18.138291600496913,1.6970512324898623,1909.2528607048203,0.9659897983187281,5910.855727719866,333.95905249739076,2525.076048017858,146.56312859448673,0.23022641855753723,1.278409448822201,19.293272535117545,1.676934773958715,1543.9296487216227,1.0675521550340374,4161.772984585687,163.7274315580793,1776.228213067664,76.47562552992248,0.09883781683063848,1.215103717376014,25.253978695471993,0.829878115000768,2808.7699880689343,0.8843442459412215
